#                                                                 --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name          accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#  ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
group_14284_+1_1_2385  -          Sulfatase            PF00884.26   1.2e-85  287.6   0.1   1.5e-85  287.3   0.1   1.1   1   0   0   1   1   1   1 -
group_8855_+1_1_2466   -          Sulfatase            PF00884.26   1.2e-82  277.8   0.2   1.5e-82  277.4   0.2   1.2   1   0   0   1   1   1   1 -
group_14290_+1_1_2367  -          Sulfatase            PF00884.26   2.9e-78  263.4   0.1   3.7e-78  263.0   0.1   1.1   1   0   0   1   1   1   1 -
group_15699_+1_1_2418  -          Sulfatase            PF00884.26   1.1e-74  251.6   0.4   1.4e-74  251.3   0.4   1.1   1   0   0   1   1   1   1 -
group_7844_+1_115_2283 -          Sulfatase            PF00884.26   2.5e-74  250.4   0.0   3.5e-74  250.0   0.0   1.2   1   0   0   1   1   1   1 -
group_9003_+1_1_1638   -          Sulfatase            PF00884.26   2.7e-52  178.1   0.0   4.2e-52  177.4   0.0   1.2   1   0   0   1   1   1   1 -
group_15660_+1_1_1782  -          Sulfatase            PF00884.26   9.7e-37  127.0   0.1   1.2e-36  126.7   0.1   1.1   1   0   0   1   1   1   1 -
group_20726_+1_1_1968  -          Sulfatase            PF00884.26   2.4e-31  109.2   0.0   3.3e-31  108.8   0.0   1.2   1   0   0   1   1   1   1 -
group_25871_+1_1_1689  -          Sulfatase            PF00884.26   4.6e-15   55.8   0.0   5.7e-15   55.5   0.0   1.1   1   0   0   1   1   1   1 -
group_24478_+1_1_1758  -          Sulfatase            PF00884.26   6.3e-11   42.2   0.1   1.2e-10   41.3   0.1   1.4   1   0   0   1   1   1   1 -
group_18747_+1_1_1347  -          Sulfatase            PF00884.26   6.9e-10   38.8   0.0   1.1e-09   38.1   0.0   1.2   1   0   0   1   1   1   1 -
group_7901_+1_1_1407   -          Sulfatase            PF00884.26   4.9e-09   36.0   0.0     1e-08   34.9   0.0   1.5   1   1   0   1   1   1   1 -
group_8188_+1_1_1215   -          Sulfatase            PF00884.26   3.4e-08   33.2   0.0   4.8e-08   32.7   0.0   1.4   1   0   0   1   1   1   1 -
group_8162_+1_1_1701   -          Sulfatase            PF00884.26     4e-08   33.0   0.0   9.7e-08   31.7   0.0   1.6   1   1   0   1   1   1   1 -
group_10061_+1_1_3570  -          Sulfatase            PF00884.26     0.053   12.9   0.0     0.096   12.0   0.0   1.3   1   0   0   1   1   1   0 -
group_9003_+1_1_1638  -          Sulfatase_C          PF14707.9    4.1e-06   27.5   0.0   7.8e-06   26.6   0.0   1.5   1   0   0   1   1   1   1 -
group_10388_+1_1_741  -          Sulfatase_C          PF14707.9      0.017   15.8   0.0     0.037   14.7   0.0   1.5   1   0   0   1   1   1   0 -
group_21887_+1_1_618  -          Sulfatase_C          PF14707.9       0.03   15.0   0.3     0.051   14.3   0.3   1.4   1   0   0   1   1   1   0 -
group_15924_+1_1_1857 -          Sulfatase_C          PF14707.9      0.055   14.1   0.3        30    5.3   0.1   2.8   2   1   1   3   3   3   0 -
group_9257_+1_1_930   -          Sulfatase_C          PF14707.9       0.14   12.9   0.2        14    6.4   0.0   2.3   1   1   1   2   2   2   0 -
group_23008_+1_1_2220 -          Sulfate_transp       PF00916.23     5e-37  127.5  22.7   7.6e-37  126.9  22.7   1.3   1   0   0   1   1   1   1 -
group_22205_+1_1_2223 -          Sulfate_transp       PF00916.23   3.1e-34  118.4  17.7   4.7e-34  117.7  17.7   1.2   1   0   0   1   1   1   1 -
group_23610_+1_1_1812 -          Sulfate_transp       PF00916.23   3.4e-34  118.2  26.1   5.9e-34  117.4  26.1   1.4   1   0   0   1   1   1   1 -
group_23266_+1_1_2139 -          Sulfate_transp       PF00916.23     9e-34  116.8  24.0   1.3e-33  116.3  24.0   1.2   1   0   0   1   1   1   1 -
group_17866_+1_1_291  -          Sulfate_transp       PF00916.23     3e-05   22.9   0.8     3e-05   22.9   0.8   1.6   1   1   0   1   1   1   1 -
group_21037_+1_1_531  -          Sulfate_transp       PF00916.23      0.16   10.7   0.0      0.22   10.2   0.0   1.1   1   0   0   1   1   1   0 -
group_13988_+1_1_1251 -          Sulfotransfer_2      PF03567.17   1.5e-05   25.3   0.0   0.00051   20.3   0.0   2.1   1   1   0   1   1   1   1 -
group_15151_+1_1_753  -          Sulfotransfer_3      PF13469.9    6.2e-05   23.4   1.1   0.00045   20.6   0.3   2.2   1   1   1   2   2   2   1 -
group_20728_+1_1_2154 -          Sulfotransfer_3      PF13469.9    0.00076   19.9   0.0    0.0027   18.1   0.0   1.9   2   0   0   2   2   2   1 -
group_15531_+1_1_2376 -          Sulfotransfer_3      PF13469.9      0.014   15.7   0.0     0.041   14.2   0.0   1.8   1   0   0   1   1   1   0 -
group_20724_+1_1_2559 -          Sulfotransfer_3      PF13469.9      0.064   13.6   0.0      0.23   11.8   0.0   2.0   1   0   0   1   1   1   0 -
group_15151_+1_1_753  -          Sulfotransfer_4      PF17784.4    1.1e-06   28.6   0.3   3.9e-06   26.8   0.3   1.7   1   1   0   1   1   1   1 -
group_20728_+1_1_2154 -          Sulfotransfer_4      PF17784.4      0.018   14.9   0.1      0.14   12.0   0.0   2.2   2   0   0   2   2   2   0 -
group_10449_+1_241_1212 -          Sulf_transp          PF04143.17   5.5e-59  200.2  35.2   6.2e-59  200.0  35.2   1.0   1   0   0   1   1   1   1 -
group_8828_+1_121_1092  -          Sulf_transp          PF04143.17   2.8e-58  197.9  33.9   3.2e-58  197.7  33.9   1.0   1   0   0   1   1   1   1 -
group_4744_+1_1_1053    -          Sulf_transp          PF04143.17   5.9e-56  190.3  36.4   9.6e-56  189.6  36.4   1.3   1   0   0   1   1   1   1 -
group_3515_+1_1_1104    -          Sulf_transp          PF04143.17   1.4e-54  185.7  34.4   1.4e-54  185.7  34.4   1.8   2   1   0   2   2   2   1 -
group_14693_+1_139_1083 -          Sulf_transp          PF04143.17   4.3e-51  174.3  29.9   8.8e-51  173.3  29.9   1.5   1   1   0   1   1   1   1 -
group_10962_+1_1_519    -          Sulf_transp          PF04143.17   2.3e-25   89.8  14.4   2.8e-25   89.5  14.4   1.1   1   0   0   1   1   1   1 -
group_21447_+1_1_405    -          Sulf_transp          PF04143.17   1.1e-09   38.3  19.3   5.5e-09   36.0  19.3   1.8   1   1   0   1   1   1   1 -
group_21446_+1_1_438    -          Sulf_transp          PF04143.17     0.096   12.2   3.4       4.6    6.7   0.0   2.1   2   0   0   2   2   2   0 -
group_20724_+1_1_2559 -          Sulphotransf         PF09037.13     0.055   12.9   0.0       1.1    8.7   0.0   2.4   2   0   0   2   2   2   0 -
group_3233_minus1_1_1158 -          Suppressor_APC       PF11414.11      0.04   14.1   0.0       0.1   12.8   0.0   1.6   1   0   0   1   1   1   0 -
group_6169_+1_1_1920     -          Suppressor_APC       PF11414.11       7.7    6.8   6.8      0.82    9.9   0.5   2.6   3   0   0   3   3   3   0 -
group_23705_+1_1_402 -          SUR7                 PF06687.15      0.57    9.7   5.6      0.68    9.5   5.6   1.1   1   0   0   1   1   1   0 -
group_12986_+1_1_765 -          SUR7                 PF06687.15       1.7    8.2   7.7       3.1    7.3   7.7   1.3   1   0   0   1   1   1   0 -
group_18317_+1_1_1068 -          SurA_N               PF09312.14   0.00053   20.1   0.1     0.001   19.2   0.1   1.3   1   0   0   1   1   1   1 -
group_13999_+1_1_195 -          SurA_N_2             PF13623.9      0.026   14.4   0.0     0.028   14.3   0.0   1.1   1   0   0   1   1   1   0 -
group_23037_+1_1_738 -          SurA_N_2             PF13623.9      0.047   13.6   1.9     0.061   13.2   1.0   1.6   2   0   0   2   2   2   0 -
group_25225_minus1_16_291 -          SurE                 PF01975.20       0.5   10.1   3.2      0.62    9.8   3.2   1.1   1   0   0   1   1   1   0 -
group_10496_+1_1_828 -          SURF1                PF02104.18   1.6e-36  126.3   0.0   1.9e-36  126.1   0.0   1.1   1   0   0   1   1   1   1 -
group_23834_+1_1_756 -          SURF1                PF02104.18   2.2e-35  122.6   0.1   3.1e-35  122.1   0.1   1.2   1   0   0   1   1   1   1 -
group_16675_minus1_1_489 -          SURF2                PF05477.14      0.11   12.0   0.0      0.15   11.5   0.0   1.2   1   0   0   1   1   1   0 -
group_18107_+1_1_459 -          SURF4                PF02077.18   5.7e-07   29.4   0.7   9.1e-07   28.7   0.7   1.3   1   0   0   1   1   1   1 -
group_4021_+1_1_444  -          SURF4                PF02077.18   4.9e-06   26.3   2.1   4.9e-06   26.3   2.1   1.3   1   1   0   1   1   1   1 -
group_10075_+1_1_822 -          Surface_Ag_2         PF01617.20    0.0025   17.3   2.6      0.26   10.7   2.6   2.9   1   1   0   1   1   1   1 -
group_10535_+1_1_822 -          Surface_Ag_2         PF01617.20     0.027   13.9   0.0     0.082   12.3   0.0   1.7   1   1   0   1   1   1   0 -
group_21408_+1_1_1614 -          Sushi                PF00084.23      0.17   12.3   0.8       0.6   10.6   0.8   1.9   1   1   0   1   1   1   0 -
group_16253_minus1_34_954 -          Suv3_C_1             PF18147.4          2    8.4   8.5        33    4.5   0.1   4.3   5   0   0   5   5   5   0 -
group_9894_minus1_1_159 -          SVIP                 PF15811.8      0.012   16.0   0.9     0.012   16.0   0.9   1.2   1   0   0   1   1   1   0 -
group_9525_minus1_1_504 -          SVIP                 PF15811.8        5.9    7.4   8.7       4.7    7.7   0.9   3.0   3   0   0   3   3   3   0 -
group_4745_+1_1_2193 -          Svs_4_5_6            PF17381.5       0.93   10.5   4.2       6.8    7.7   4.2   2.4   1   1   0   1   1   1   0 -
pgdA_2_minus1_148_666 -          SWI-SNF_Ssr4_C       PF20497.1       0.16   11.3   0.0      0.17   11.2   0.0   1.1   1   0   0   1   1   1   0 -
group_11455_+1_34_3228 -          SWI2_SNF2            PF18766.4    1.2e-82  277.0   0.0   2.2e-82  276.1   0.0   1.4   1   0   0   1   1   1   1 -
group_11651_+1_67_3195 -          SWI2_SNF2            PF18766.4    3.1e-78  262.5   1.3   1.1e-77  260.7   0.2   2.3   2   1   0   2   2   2   1 -
group_5820_+1_1_3420   -          SWI2_SNF2            PF18766.4    1.6e-18   67.2   0.0     5e-17   62.3   0.0   2.4   2   0   0   2   2   2   1 -
group_10520_+1_1_2442  -          SWI2_SNF2            PF18766.4    1.9e-17   63.7   0.0   4.1e-17   62.6   0.0   1.6   1   0   0   1   1   1   1 -
group_8791_+1_1_2733   -          SWI2_SNF2            PF18766.4      5e-15   55.8   0.0   8.6e-15   55.0   0.0   1.3   1   0   0   1   1   1   1 -
group_13889_+1_1_3378  -          SWI2_SNF2            PF18766.4      2e-13   50.5   0.2   9.2e-13   48.4   0.0   2.1   2   0   0   2   2   2   1 -
group_14820_+1_1_3339  -          SWI2_SNF2            PF18766.4      4e-08   33.2   0.0   6.9e-08   32.4   0.0   1.4   1   0   0   1   1   1   1 -
group_5822_+1_1_1416   -          SWI2_SNF2            PF18766.4    1.1e-07   31.8   0.1   3.2e-07   30.2   0.0   1.8   2   0   0   2   2   2   1 -
group_9436_+1_1_2682   -          SWI2_SNF2            PF18766.4    8.4e-06   25.6   0.0   1.9e-05   24.4   0.0   1.6   1   0   0   1   1   1   1 -
group_18364_+1_1_3243  -          SWI2_SNF2            PF18766.4    9.1e-06   25.5   0.0   1.6e-05   24.7   0.0   1.3   1   0   0   1   1   1   1 -
group_17456_+1_1_1857  -          SWI2_SNF2            PF18766.4    0.00023   20.9   0.0   0.00056   19.6   0.0   1.6   1   1   0   1   1   1   1 -
group_19143_+1_1_2568  -          SWI2_SNF2            PF18766.4       0.03   14.0   0.0     0.063   12.9   0.0   1.4   1   0   0   1   1   1   0 -
group_20396_+1_100_960 -          SWI2_SNF2            PF18766.4        0.1   12.2   0.1      0.16   11.6   0.1   1.2   1   0   0   1   1   1   0 -
group_16684_+1_1_2256 -          Swi5                 PF07061.14       3.2    7.9   5.2       7.3    6.8   0.1   3.7   2   2   2   4   4   4   0 -
group_16313_+1_1_1506 -          SWIB                 PF02201.21      0.15   11.9   0.0        22    5.0   0.0   3.1   3   0   0   3   3   3   0 -
group_19626_minus1_31_345 -          SWIRM-assoc_1        PF16495.8      0.014   15.3   0.0      0.02   14.8   0.0   1.1   1   0   0   1   1   1   0 -
group_16888_+1_1_372      -          SWIRM-assoc_1        PF16495.8      0.064   13.2   0.9      0.13   12.2   0.1   1.9   2   0   0   2   2   2   0 -
group_3065_+1_1_1614 -          SWM_repeat           PF13753.9     0.0077   16.4   0.0     0.024   14.8   0.0   1.8   1   1   0   1   1   1   1 -
group_19956_+1_1_1761 -          SYCE1                PF15233.9        2.2    8.3   8.3        13    5.7   0.3   2.3   2   0   0   2   2   2   0 -
group_10644_+1_1_405 -          SymE_toxin           PF08845.13       0.2   11.7   0.3       3.6    7.7   0.1   2.2   2   0   0   2   2   2   0 -
group_10984_+1_1_450  -          Synaptobrevin        PF00957.24      0.16   11.7   0.7      0.41   10.4   0.7   1.7   1   1   0   1   1   1   0 -
group_25851_+1_1_1089 -          Synaptobrevin        PF00957.24       5.1    6.9   4.8       1.4    8.7   0.7   2.3   2   0   0   2   2   2   0 -
group_25_+1_1_1284    -          Syntaxin             PF00804.28      0.64    9.6  12.3       1.1    8.9   3.1   2.5   2   1   0   2   2   2   0 -
group_5275_+1_1_834   -          Syntaxin             PF00804.28       1.1    8.9   8.5       1.5    8.4   3.7   2.2   2   0   0   2   2   2   0 -
group_24223_+1_1_1959 -          Syntaxin             PF00804.28       1.3    8.6  10.5       1.9    8.1   3.0   3.3   3   0   0   3   3   3   0 -
group_11_+1_1_1689    -          Syntaxin             PF00804.28         4    7.1  14.8       3.8    7.1   2.6   3.1   3   0   0   3   3   3   0 -
group_18289_+3_3_245 -          Syntaxin-5_N         PF11416.11     0.063   12.5   0.0       0.1   11.8   0.0   1.3   1   0   0   1   1   1   0 -
group_13754_+1_1_456       -          Syntaxin-6_N         PF09177.14    0.0013   19.1   0.8     0.011   16.2   0.0   2.2   1   1   1   2   2   2   1 -
group_22648_+1_1_1473      -          Syntaxin-6_N         PF09177.14    0.0081   16.6   0.1     0.067   13.6   0.1   2.4   1   1   0   1   1   1   1 -
group_10613_+1_1_2187      -          Syntaxin-6_N         PF09177.14     0.012   16.0  10.9     0.093   13.2   0.3   4.7   2   2   0   3   3   3   0 -
group_13779_+1_1_591       -          Syntaxin-6_N         PF09177.14      0.04   14.3   2.7      0.04   14.3   2.7   2.1   2   0   0   2   2   2   0 -
group_18594_minus1_1_1278  -          Syntaxin-6_N         PF09177.14     0.057   13.9   0.7      0.14   12.6   0.4   1.7   2   0   0   2   2   2   0 -
group_2068_+1_1_333        -          Syntaxin-6_N         PF09177.14     0.058   13.8   0.7      0.41   11.1   0.1   2.0   1   1   1   2   2   2   0 -
group_11707_+1_43_2229     -          Syntaxin-6_N         PF09177.14      0.63   10.5   3.4       6.3    7.3   0.3   2.6   1   1   0   2   2   2   0 -
group_14117_+1_1_1437      -          Syntaxin-6_N         PF09177.14      0.71   10.3   2.4        12    6.4   0.1   2.6   2   1   1   3   3   3   0 -
group_21905_minus1_76_1305 -          Syntaxin-6_N         PF09177.14       2.1    8.8  15.5      0.87   10.1   8.1   3.3   2   1   1   3   3   3   0 -
group_19455_+1_1_591  -          Syntaxin_2           PF14523.9       0.13   12.6   7.7       1.6    9.2   4.0   2.1   2   0   0   2   2   2   0 -
group_21368_+1_1_750  -          Syntaxin_2           PF14523.9       0.53   10.7   8.0      0.16   12.3   2.6   2.2   2   0   0   2   2   2   0 -
group_17698_+1_1_1995 -          Syntaxin_2           PF14523.9        2.7    8.4   8.5         5    7.5   0.3   4.0   5   1   0   5   5   5   0 -
group_24304_+1_1_1965 -          Syntaxin_2           PF14523.9          3    8.3   7.8       6.3    7.2   0.5   3.8   2   2   2   4   4   4   0 -
group_17557_+1_1_1920 -          Syntaxin_2           PF14523.9        4.3    7.8   9.4       1.6    9.2   3.7   2.9   2   1   1   3   3   3   0 -
group_5274_+1_1_2079  -          Syntaxin_2           PF14523.9        9.8    6.6   7.2       4.6    7.7   0.5   3.7   4   0   0   4   4   4   0 -
group_17886_+2_2_97  -          Synthase_beta        PF11421.11     0.033   14.9   1.1     0.035   14.8   1.1   1.0   1   0   0   1   1   1   0 -
group_20321_+1_58_561 -          S_2TMBeta            PF18153.4    5.4e-24   84.8   0.0   6.5e-24   84.5   0.0   1.0   1   0   0   1   1   1   1 -
group_8507_+1_1_858  -          T2SSC                PF11356.11     0.039   13.8   0.1     0.075   12.9   0.1   1.5   1   0   0   1   1   1   0 -
group_948_+1_226_1359   -          T2SSE                PF00437.23   1.5e-73  247.2   0.0   1.8e-73  247.0   0.0   1.0   1   0   0   1   1   1   1 -
group_873_+1_1_984      -          T2SSE                PF00437.23   8.5e-51  172.6   0.1   1.1e-50  172.2   0.1   1.0   1   0   0   1   1   1   1 -
group_20396_+1_100_960  -          T2SSE                PF00437.23   5.6e-50  169.9   2.3   6.3e-50  169.7   2.3   1.0   1   0   0   1   1   1   1 -
group_872_+1_1_966      -          T2SSE                PF00437.23   9.3e-49  165.9   0.0   1.2e-48  165.6   0.0   1.0   1   0   0   1   1   1   1 -
group_870_+1_1_1023     -          T2SSE                PF00437.23   2.5e-48  164.5   0.0   3.3e-48  164.1   0.0   1.0   1   0   0   1   1   1   1 -
group_20980_+1_1_2529   -          T2SSE                PF00437.23    0.0047   16.0   0.0    0.0087   15.1   0.0   1.3   1   0   0   1   1   1   1 -
group_13909_+1_127_1197 -          T2SSE                PF00437.23    0.0051   15.9   0.0    0.0068   15.4   0.0   1.2   1   0   0   1   1   1   1 -
ftsK_+1_1_2475          -          T2SSE                PF00437.23    0.0059   15.6   0.0     0.011   14.8   0.0   1.3   1   0   0   1   1   1   1 -
group_19766_+1_106_2136 -          T2SSE                PF00437.23    0.0061   15.6   0.0     0.014   14.4   0.0   1.5   1   0   0   1   1   1   1 -
